Time Stamp,Tagname->,R1FI1001,R1FIC2203,R1FIC1002,R1FIC1005,R1FIC1006,R1FICA1108,R1TIC1010,R1TIC1016,R1TIA116X,R1TIA126X,R1TIA136X,R1TIA115X,R1TIA125X,R1TIA135X,R1TIA114X,R1TIA124X,R1TIA131X,R1TIA134X,R1TIA113X,R1TIA123X,R1TIA133X,R1TIA112X,R1TIA122X,R1TIA132X,R1TIA111X,R1TIA121X,R1TIA116Y,R1TIA126Y,R1TIA136Y,R1TIA115Y,R1TIA125Y,R1TIA135Y,R1TIA114Y,R1TIA124Y,R1TIA131Y,R1TIA134Y,R1TIA113Y,R1TIA123Y,R1TIA133Y,R1TIA112Y,R1TIA122Y,R1TIA132Y,R1TIA111Y,R1TIA121Y,R1TIA116Z,R1TIA126Z,R1TIA136Z,R1TIA115Z,R1TIA125Z,R1TIA135Z,R1TIA114Z,R1TIA124Z,R1TIA131Z,R1TIA134Z,R1TIA113Z,R1TIA123Z,R1TIA133Z,R1TIA112Z,R1TIA122Z,R1TIA132Z,R1TIA111Z,R1TIA121Z,R1TIA215X,R1TIA225X,R1TIA235X,R1TIA214X,R1TIA224X,R1TIA231X,R1TIA234X,R1TIA213X,R1TIA223X,R1TIA233X,R1TIA212X,R1TIA222X,R1TIA232X,R1TIA211X,R1TIA221X,R1TIA216X,R1TIA226X,R1TIA236X,R1TIA215Y,R1TIA225Y,R1TIA235Y,R1TIA214Y,R1TIA224Y,R1TIA231Y,R1TIA234Y,R1TIA213Y,R1TIA223Y,R1TIA233Y,R1TIA212Y,R1TIA222Y,R1TIA232Y,R1TIA211Y,R1TIA221Y,R1TIA216Y,R1TIA226Y,R1TIA236Y,R1TIA215Z,R1TIA225Z,R1TIA235Z,R1TIA214Z,R1TIA224Z,R1TIA231Z,R1TIA234Z,R1TIA213Z,R1TIA223Z,R1TIA233Z,R1TIA212Z,R1TIA222Z,R1TIA232Z,R1TIA211Z,R1TIA221Z,R1TIA216Z,R1TIA226Z,R1TIA236Z,R1AIA112,R1AIA113,R1AI114,R1AIA115,R1AI212,R1AI101A,R1AI101B,R1AI101C,R1AI101D,R1AI101E,R1AI105AA,R1AI105AB,R1AI105AC,R1AI105AD,R1AI105AE,R1AIA105AF,R1AI105BA,R1AI105BB,R1AI105BC,R1AI105BD,R1AI105BE,R1AIA105BF,R1TIC1101,R1PI1104
2019-10-03 10:40,,8.91721344,1.194576025,10.24708176,2.079357624,0.975097179,16.35699844,363.0853882,372.96521,367.375,368.75,371.875,370.125,370.5,370.125,362.375,366,371.875,370.5,376,370.125,369.625,375.5,370.125,379.125,371.375,374.625,370.5,370.5,369.125,372.375,373.25,368.75,363.25,369.625,380,371.375,376.875,370.5,382.25,381,379.625,373.25,381.375,368.75,371.875,370.5,366,367.75,371.375,367.75,364.125,368.25,366.875,371,371,376,374.625,376.875,376.375,375.5,378.625,369.625,373.25,372.75,376,374.625,375,384.125,382.25,377.75,386.375,382.75,378.25,385,376,379.125,379.125,378.25,386.75,379.125,372.75,374.125,376.875,376,379.125,383.25,380.5,381.875,382.25,381.375,383.625,380,374.125,388.5,386.375,386.75,374.625,375,372.75,373.25,380.5,377.75,376,382.25,379.625,380.5,381.875,380,385.875,377.75,374.125,384.125,377.75,387.625,376.875,379.625,5.998168468,2.9572649,0.002001689,0.032051284,0.171250999,8.356702805,36.61125946,17.16744995,0.000238059,36.51058197,1.628550053,10.42353153,1.696256757,27.10884094,26.19317627,0,1.578606129,10.3611908,1.759352684,27.5729866,26.60188484,0.004578755,33.69871521,0.241231427
2019-10-03 10:50,,8.937283516,1.401506066,10.42176056,2.125637293,0.998859406,16.32231522,363.4067993,373.0726624,367.75,368.75,372.375,370.5,371,370.125,361.875,366,372.375,371,376.375,370.5,370.125,376,370.125,380,371.375,374.625,371,370.5,369.625,372.375,373.75,369.125,363.25,370.125,380.5,371.375,377.375,370.5,382.75,381.375,380.5,374.625,381.875,369.125,372.375,371,366.5,367.75,371.375,369.125,364.125,368.75,366.875,371.875,371.375,376,374.625,377.375,377.375,376,379.625,370.5,373.25,373.25,376.375,374.625,375,384.125,382.25,378.25,386.375,382.25,377.75,384.5,376.375,379.125,379.125,378.25,386.375,379.125,372.375,374.125,377.375,375.5,379.125,383.25,381,382.25,382.75,381.375,383.625,379.625,374.125,388.125,386.375,387.25,374.625,375.5,372.375,373.25,381,377.75,376,382.75,380,381,381.875,380,385.875,377.75,375,384.125,377.75,388.125,377.375,379.625,6.047008514,2.972222328,0.006332661,0.03815629,0.151532173,8.29468441,36.66355133,17.22136307,0.000243895,36.56799698,1.68309629,10.68893051,1.774372101,26.83564758,26.45135307,0,1.641464233,10.672328,1.870199203,27.36663246,26.85256195,0.004578755,33.76222229,0.243146077
2019-10-03 11:00,,8.642990112,1.526693463,10.46449852,2.110836506,0.9913342,16.29915237,363.9668884,373.0535889,368.25,369.125,372.75,371,371,371,362.875,366.875,373.25,371.375,376.875,371,370.5,377.375,371,381.375,372.75,375,371.875,371.375,370.5,373.25,374.125,370.125,364.125,370.5,381.375,371.875,377.375,371.375,383.25,382.75,381,375.5,382.75,369.625,372.75,371.375,366.875,368.75,372.375,369.125,364.625,370.125,367.75,372.375,371.875,376.375,375,378.625,378.625,376.875,380.5,371,373.75,372.75,377.375,375,375,383.625,381.375,377.75,385.875,381.375,378.25,384.5,376,379.125,378.625,378.25,385.375,379.125,372.75,373.75,377.75,376.375,379.125,383.625,380.5,381.375,382.25,380.5,383.25,379.625,374.125,387.625,385.375,385.875,374.125,374.625,372.75,373.25,381.375,377.75,376.375,382.25,379.125,380,381,378.625,385.875,377.375,374.125,383.625,376.875,387.25,376.375,379.625,6.013431072,2.916666746,0.014720883,0.053418804,0.144505769,8.349160194,36.68758011,17.16596794,0.000251027,36.78462982,1.672354937,10.64635277,1.767215252,26.69302368,26.63881302,0,1.585284948,10.39846039,1.792969704,26.46208763,27.19441605,0.004578755,33.82436371,0.242154345
2019-10-03 11:10,,8.639162064,1.502845883,10.47133255,2.115302563,1.004225612,16.39936638,364.3902588,372.8218384,368.75,369.625,373.25,371.875,371.875,371.375,363.25,367.375,373.25,372.375,377.75,371.375,371,377.75,371.375,382.25,372.75,376,371.875,371.375,370.125,373.75,375,370.5,364.625,370.5,381.875,372.75,378.25,371.875,384.125,383.25,381.875,376,384.125,370.5,372.75,371.875,366.875,369.125,372.75,369.625,365.125,370.125,368.25,372.75,373.25,377.375,376.375,379.125,379.125,377.75,381,371.375,372.75,372.75,377.375,374.125,374.625,383.25,381.375,377.375,385.375,381,377.75,383.625,376,378.625,378.625,377.75,385,378.625,372.375,374.125,378.25,376,378.625,383.25,380,381.375,382.25,380.5,383.25,378.625,374.125,387.25,385,385.375,374.125,374.625,371.875,372.75,381.375,377.75,376,381.875,379.125,380,381,379.125,385.875,376.875,374.125,383.25,376.375,386.75,376,378.625,5.985958576,2.858974457,0.011084974,0.054945055,0.176876694,8.160757065,36.24697113,16.75320053,0.00022179,37.53650665,1.627949119,10.51565647,1.705707908,26.60800934,27.41677475,0,1.600299835,10.51858997,1.806028962,26.87153435,27.79541779,0.004578755,33.82217407,0.241855651
2019-10-03 11:20,,8.779619217,1.50133729,10.5093174,2.106924772,0.994984627,16.39347076,364.6851807,373.0162354,368.25,369.625,373.25,371.875,372.375,371.875,363.75,367.75,373.75,372.375,378.25,371.875,371.375,378.25,372.375,382.75,373.25,376,372.375,371.875,370.5,374.125,375,370.5,364.625,371.375,381.875,373.25,378.25,372.375,385,383.625,382.75,376,384.125,370.5,373.25,372.375,367.375,369.125,372.75,370.125,365.125,370.5,368.75,373.25,373.25,377.75,376.875,379.625,379.125,378.25,381.875,371.875,372.375,373.25,377.375,374.125,375.5,383.625,381.875,377.75,385.875,381.375,377.375,383.625,376,378.25,378.625,377.375,385,378.625,372.375,373.75,377.75,376,378.625,383.25,380.5,381.375,382.25,380.5,382.75,379.625,374.625,386.75,385,386.375,374.125,375,371.875,372.75,381.375,377.75,376,382.25,379.125,380,381,379.125,385.375,376.875,374.625,383.25,376.375,386.75,376.375,378.625,5.982906342,2.841880322,0.008245893,0.045787547,0.211634934,8.12741375,36.17305756,16.60445786,0.005527079,38.0238266,1.617890835,10.50333595,1.694634318,26.80924034,27.33052063,0,1.575316668,10.40861702,1.773957014,27.24692535,27.56044197,0.004578755,33.97489166,0.243746132
2019-10-03 11:30,,8.845316887,1.499007702,10.53483009,2.1557827,1.013879418,16.33695221,364.8973083,373.2757568,369.125,370.125,373.75,372.375,372.375,372.375,363.75,367.75,374.125,372.375,378.625,372.375,371.875,379.125,372.375,383.25,373.75,376.875,372.75,372.375,371.375,374.625,375.5,370.5,365.125,371.875,382.75,373.25,379.125,372.75,385.875,385.375,383.25,377.375,385.375,370.5,373.75,371.875,367.375,369.625,373.25,370.5,365.5,371,368.75,373.75,374.125,378.625,377.375,380.5,380,378.625,382.75,372.375,373.25,373.25,377.75,374.625,375,384.125,382.25,378.25,386.375,381.875,378.25,384.5,376,379.125,379.125,377.75,385.875,379.125,372.75,374.125,377.75,376.375,379.125,383.25,381,381.875,382.75,381.375,384.125,379.625,375,387.625,385.375,386.375,374.625,375.5,373.25,373.75,381.375,378.25,376.875,381.875,379.125,381,381.375,379.625,385.875,377.375,374.625,383.625,376.875,387.625,376.875,379.125,6.150794029,2.903846264,0.009656404,0.04884005,0.211817995,8.166041374,36.41065598,16.8168087,0.004501342,37.83501053,1.596151352,10.36744881,1.664913774,27.03948021,27.19629288,0,1.568901777,10.36310387,1.765745282,27.39367676,27.57533073,0.004578755,34.05493927,0.243228123
2019-10-03 11:40,,8.80141449,1.491926312,10.52115631,2.146693945,1.00929904,16.33985138,364.7128601,373.5849915,368.75,370.125,373.75,372.375,371.875,371.875,363.25,367.375,374.125,372.375,378.625,372.375,371.875,378.625,371.875,382.75,373.25,376.375,372.75,371.875,371,374.125,375,371,364.625,371,382.75,373.25,379.125,372.75,385.375,385,383.25,376.875,385,370.5,373.75,372.375,366.875,369.625,372.75,370.5,365.5,370.125,369.125,373.25,373.75,377.75,376.875,380,379.625,378.625,382.25,371.875,373.25,373.25,377.75,375,375.5,384.5,382.25,378.625,386.75,381.875,378.625,385,376.875,379.625,379.125,378.25,386.375,380,373.25,374.125,377.75,376.375,379.125,384.125,381.375,382.25,383.25,381.375,384.125,380,375,388.125,386.375,387.25,375,375.5,373.25,373.75,381.875,378.625,376.375,383.25,380,381,382.25,380,386.375,377.75,375,384.5,377.375,388.5,376.875,379.625,6.150794029,2.916666746,0.004927883,0.035103787,0.193454564,8.179538727,36.42170334,16.82125092,0.00328257,37.73496246,1.546931148,10.08904457,1.586016655,27.2107048,27.07416153,0,1.527510881,10.11032867,1.680224299,27.55706787,27.4629364,0.004578755,34.02997208,0.242217034
2019-10-03 11:50,,8.810527802,1.510025144,10.47118378,2.150807381,0.977937996,16.3491497,364.5173645,373.5320129,368.75,370.125,373.25,371.375,372.375,371.375,363.25,367.375,373.75,372.375,378.25,371.875,371.375,378.25,371.375,383.25,373.25,376,372.375,371.375,371,374.125,375,370.5,364.625,371,382.25,373.25,378.625,372.375,385.375,385,382.25,376,384.5,370.125,373.25,372.375,366.875,369.625,372.375,370.125,365.125,370.5,368.75,373.25,373.25,377.75,376.875,379.625,379.625,378.625,381.875,371.875,373.75,373.25,377.75,375,375.5,385,382.75,378.25,386.75,382.25,378.25,385,376.375,379.125,379.125,378.625,386.375,380,372.75,374.625,378.25,376.375,379.125,384.125,381,381.875,383.25,381.375,383.625,380,375,388.125,386.375,387.25,375,375.5,373.25,374.125,381.875,378.25,376.875,383.625,380,381,381.875,380,386.375,377.75,375,384.5,377.75,388.125,376.875,380,6.123321056,2.931623936,0.007274475,0.036630038,0.175832659,8.192835808,36.48083878,16.84039116,0.005453452,37.78189468,1.543517232,10.0650959,1.581416368,27.21511078,27.02193451,0,1.516443729,10.07152176,1.675066113,27.62140083,27.4166851,0.004578755,34.15461731,0.241597503
2019-10-03 12:00,,8.79798317,1.49215436,10.47128296,2.167144537,1.009344339,16.36654663,364.7975464,373.4709473,368.75,370.125,374.125,371.875,372.375,371.875,363.25,367.75,373.75,372.375,378.625,372.375,371.375,378.625,372.375,382.75,373.75,376.375,372.375,371.375,371,374.125,375.5,371,364.625,371.375,382.25,373.25,379.125,372.375,385.375,384.5,383.25,376.375,385,370.5,373.75,372.375,367.75,369.625,373.25,370.125,365.5,370.5,368.75,373.25,373.75,378.25,376.875,380,380,378.625,381.875,372.375,373.25,373.75,377.75,374.625,375.5,384.5,382.25,378.625,386.375,382.25,378.25,385,376.375,379.125,379.125,378.25,386.375,380,373.25,374.625,378.25,376,379.125,384.125,381,382.25,382.75,381.375,384.125,380,375,388.125,386.375,386.75,375,375.5,373.25,373.75,381.875,378.25,376.375,382.75,379.625,381,381.875,379.625,386.375,377.75,375,384.125,377.375,388.125,376.875,379.625,6.09584856,2.886752367,0.002020031,0.03815629,0.152916566,8.2604599,36.65584564,16.87953186,0.005591053,37.94576263,1.555927753,10.14767456,1.600007176,27.04199982,26.96675491,0,1.521074057,10.11013603,1.682558298,27.54488373,27.40181923,0.004578755,34.24829865,0.241560593
2019-10-03 12:10,,8.795898438,1.517198205,10.51898098,2.163655758,1.018475771,16.32295609,364.9564209,373.4035034,368.75,370.125,374.125,372.375,372.375,371.875,363.75,367.75,374.625,372.75,378.625,372.375,371.375,378.625,372.375,383.25,373.75,377.375,372.375,371.875,371.375,374.125,375,371,365.125,371.875,382.75,373.75,379.125,372.75,385,385.375,383.625,376.875,385.375,370.5,374.125,371.875,367.75,370.125,373.25,370.125,365.5,370.5,369.125,373.25,373.75,378.25,377.375,380.5,380.5,379.125,382.75,371.875,373.25,373.75,377.375,375,376,384.125,382.25,377.75,385.875,381.875,378.25,385,376.375,379.125,379.125,378.25,385.875,379.625,372.75,374.125,377.75,376.375,379.125,383.625,381,381.875,382.75,381.375,383.625,379.625,374.625,387.625,385.875,386.75,374.625,375.5,373.25,373.75,381.875,378.625,376.875,382.75,380,380.5,381,379.125,385.875,377.375,374.625,384.125,377.375,387.625,376.875,379.625,6.098900795,2.888888836,0.001923484,0.03815629,0.157488257,8.225111961,36.65574265,16.92902374,0.006100873,37.90797043,1.541786671,10.10668182,1.579928875,27.15971756,26.97354889,0,1.510577679,10.09814453,1.665902019,27.59259987,27.41462898,0.004578755,34.33870697,0.240834892
2019-10-03 12:20,,8.786635399,1.506228209,10.51737022,2.174357891,1.016486526,16.33942032,365.023468,373.3936768,368.75,370.125,374.125,372.375,372.375,372.375,363.75,368.25,374.625,373.25,378.625,372.375,371.875,379.625,372.375,383.625,374.125,376.875,372.75,372.375,371.375,374.125,375.5,371.375,365.125,371.875,383.25,373.75,379.125,372.375,385.875,385.875,383.625,377.375,385.875,371,374.125,372.375,367.75,369.625,373.25,371,366,371,369.125,373.75,373.75,378.25,377.375,380.5,380.5,379.125,382.75,372.75,373.25,373.25,377.375,374.625,375.5,384.5,382.25,377.75,385.375,381.875,378.25,384.5,376.875,379.125,378.625,377.75,385.875,380,372.75,374.125,377.75,376.375,379.125,384.125,381,381.875,382.75,381,384.125,380,374.625,388.125,385.875,386.75,374.625,375.5,373.25,373.75,381.375,378.625,376.375,382.75,379.625,380.5,381.375,379.625,386.375,377.375,375,384.125,377.375,387.625,376.875,379.625,6.098900795,2.886752367,0.001812723,0.035103787,0.156148568,8.260575294,36.7118187,16.94789124,0.006347192,37.93596268,1.540990472,10.09298706,1.577908278,27.24534416,26.9796505,0,1.507803798,10.07474709,1.658930779,27.75249672,27.40989685,0.004578755,34.44174957,0.241650879
2019-10-03 12:30,,8.795707703,1.476874828,10.49140358,2.169510365,1.001561284,16.33454323,365.1343079,373.4808044,368.75,370.125,374.125,372.375,372.375,372.375,363.75,367.75,374.625,373.25,379.125,372.75,371.875,379.125,372.375,383.625,374.125,376.875,372.75,371.875,371.375,374.625,375.5,371.375,365.125,371.375,382.75,373.75,379.625,372.75,385.875,385.875,383.625,377.75,385.875,371,373.75,372.75,368.25,369.625,373.25,371,365.5,371,369.125,373.75,373.75,378.625,377.75,380.5,380.5,379.625,383.25,372.375,373.25,373.25,377.375,374.125,375.5,384.5,382.75,378.25,385.875,381.875,378.25,384.5,376.875,379.125,379.125,378.25,386.375,379.625,372.75,374.125,377.375,376,378.625,383.625,381,381.875,382.75,381.875,383.625,379.625,374.625,387.625,385.375,387.25,375,375.5,372.75,373.25,381.375,378.25,376.375,382.75,380,381,381.875,380,385.875,377.375,375,383.625,376.875,388.125,377.375,379.125,6.089744091,2.839743614,-6.12E-05,0.028998779,0.147139192,8.20472908,36.53830719,16.8434639,0.007386208,37.65970993,1.540965557,10.06835747,1.572016001,27.35614777,27.04848862,0,1.505129933,10.04207516,1.648029089,27.81154823,27.45665359,0.004578755,34.50093079,0.240320683
2019-10-03 12:40,,8.812711716,1.523365498,10.50316429,2.154275894,1.006678343,16.32116508,365.1907349,373.4931335,368.75,369.625,374.125,372.375,372.75,371.875,363.75,368.25,374.625,373.25,379.125,372.75,372.375,379.125,372.75,383.25,374.625,376.875,372.75,371.875,371,375,376,371,365.125,371.875,382.75,373.75,379.625,373.25,385.875,385.375,383.625,377.75,385.875,371,373.75,372.75,368.25,370.125,373.25,370.5,366,371.375,369.125,373.75,374.125,379.125,377.75,381,381,379.125,382.75,372.375,373.25,373.25,376.875,374.125,375,384.125,382.25,378.25,386.375,382.25,378.25,384.5,376.375,379.125,379.125,378.25,386.375,379.625,373.25,373.75,376.875,376,378.625,383.25,381,382.25,382.25,381.375,383.625,379.625,374.625,387.625,385.875,386.75,375,375.5,373.25,373.75,380.5,378.625,376.375,382.75,380,381,381.375,380,386.375,377.75,375,383.625,377.75,388.125,376.875,379.125,6.089744091,2.829059839,0.001113896,0.027472528,0.140220523,8.254310608,36.62230301,16.86860466,0.007476806,37.83780289,1.527039051,9.999436378,1.560059547,27.41137695,26.98723602,0,1.497755408,9.983535767,1.643386006,27.84122276,27.41242409,0.004578755,34.47433472,0.239629835
2019-10-03 12:50,,8.796537399,1.50965023,10.48864365,2.146527767,0.991352916,16.30173492,365.232666,373.4916687,369.125,369.625,374.125,372.75,372.75,372.375,364.125,367.75,374.625,373.25,379.125,372.75,372.375,379.625,373.25,383.625,374.625,377.375,372.75,371.875,371.375,375,376,371.375,365.5,371.375,382.75,374.125,380,373.25,386.375,385.875,383.625,377.75,386.375,371.375,374.125,373.25,367.75,370.125,373.75,371,366,371,369.625,373.75,374.125,379.125,377.75,381,381,379.125,382.75,372.75,373.25,373.75,377.375,374.625,375.5,384.5,382.25,378.25,385.875,382.75,378.25,384.5,376.875,379.125,379.125,378.25,386.375,379.625,373.25,374.125,377.375,376,379.125,383.25,381,381.875,382.75,381.875,384.125,380,374.625,388.125,385.875,386.375,375,375.5,373.75,373.75,381,378.625,376,382.75,380,380.5,381.375,380.5,386.375,377.75,375,383.625,377.75,387.625,377.375,379.125,6.059218407,2.8354702,0.000405975,0.025946276,0.120986603,8.218460083,36.65721512,16.91714287,0.00734492,37.85897827,1.53412354,10.02399635,1.565625906,27.53558159,27.09321976,0,1.501619101,9.985900879,1.645181775,27.92525864,27.43577576,0.004578755,34.47897339,0.242787987
2019-10-03 13:00,,8.792304039,1.512303472,10.45052433,2.133104563,1.006597281,16.35643959,365.2538757,373.4519653,368.75,370.125,374.125,372.75,372.75,371.875,364.125,368.25,374.125,373.25,378.625,372.375,371.875,379.125,372.75,383.625,374.125,377.375,372.75,371.875,371,374.625,376,371,365.125,371.375,382.75,373.75,379.125,372.75,385.875,385.875,383.625,377.75,386.375,371.375,373.75,372.375,367.75,370.125,373.25,371,366,371.375,369.125,373.75,373.75,378.625,377.375,381,380.5,378.625,382.75,372.75,373.25,373.75,376.875,374.125,375.5,383.625,382.25,377.75,385.375,382.25,378.25,384.5,376.375,379.125,379.625,378.25,386.375,379.625,373.25,374.125,376.875,375.5,379.125,383.25,381,381.375,382.25,381.375,383.625,380,375,387.625,385.875,386.375,374.625,375,372.75,373.75,380.5,378.25,376.375,382.75,380,380.5,381,380,385.875,377.75,374.625,383.625,377.75,387.625,377.375,379.125,6.034798622,2.807692289,-0.000731262,0.021367522,0.113341004,8.170578003,36.31471634,16.73290062,0.008136274,37.4627037,1.529810429,9.98670578,1.554429293,27.47463608,27.03341293,0,1.50226593,9.965857506,1.642683744,27.90679932,27.41127014,0.004578755,34.49580383,0.24110359
2019-10-03 13:10,,8.84620285,1.489586949,10.46666527,2.13344717,1.001155376,16.35342789,365.0838318,373.4128723,368.75,369.625,374.125,372.375,372.75,372.375,363.25,367.75,374.625,372.75,378.625,372.375,371.875,379.125,372.375,383.625,374.125,376.875,372.375,372.375,371.375,374.125,375.5,371.375,365.125,371.875,382.75,373.75,379.125,373.25,385.875,385,383.25,377.75,385.375,371,374.125,372.375,367.75,369.625,373.75,371,365.5,371,369.125,373.75,373.75,378.625,377.75,380,380.5,379.625,382.75,372.375,372.75,373.25,376.375,373.75,375.5,384.125,382.25,378.25,385.875,382.75,378.25,384.125,376.375,378.625,379.125,377.75,386.375,379.625,372.75,374.125,376.875,375.5,378.25,383.25,381,381.875,382.25,382.25,383.625,380,375,387.25,385.875,386.375,375,375,372.75,373.75,381,378.25,376,382.75,380.5,380.5,381.375,380,385.875,377.75,374.625,383.625,377.375,387.625,377.375,379.125,6.053113937,2.829059839,0.00089751,0.021367522,0.10192062,8.248888016,36.46812057,16.76649284,0.009231161,37.70436096,1.53407979,10.06256104,1.567724943,27.54819679,27.12249184,0,1.503052592,10.00493431,1.652896166,27.97131538,27.49431992,0.004578755,34.49714661,0.241521105
2019-10-03 13:20,,8.815490723,1.496184111,10.44717979,2.125919342,1.007167816,16.35422134,364.9747925,373.5212097,368.75,369.125,374.125,371.875,372.75,371.875,364.125,367.75,374.125,372.375,378.625,371.875,371.875,378.625,372.375,383.25,373.75,376.875,372.75,371.375,371,374.125,375.5,371,364.625,371.375,382.25,373.75,378.625,372.375,385.375,384.5,382.75,376.875,385,371,374.125,372.375,367.375,369.625,373.25,370.125,366,371,369.125,373.75,373.25,378.25,376.875,380,380,378.625,381.875,372.375,373.25,373.75,376.875,374.125,375.5,384.5,382.75,377.75,385.875,382.75,378.25,384.5,376.875,379.125,379.625,377.75,386.75,379.625,373.25,374.125,376.875,375.5,379.125,383.25,381,381.375,382.25,381.875,383.625,380,375,387.625,385.875,386.75,375,375,373.25,373.75,380.5,378.25,376.375,382.75,380.5,380.5,381.375,380,386.375,378.25,375,383.625,378.25,388.125,377.375,379.625,6.019536018,2.841880322,0.001077569,0.021367522,0.094990879,8.199156761,36.45949554,16.82887077,0.008360701,37.64315796,1.542695522,10.11688805,1.576531768,27.48518562,27.11668968,0,1.518194675,10.11173248,1.670007467,27.89406395,27.54289627,0.004578755,34.40139771,0.241550505
2019-10-03 13:30,,8.83363533,1.495113969,10.45951366,2.155928612,0.973084748,16.73937416,364.7486572,373.6896973,368.75,370.125,373.75,371.875,371.875,371.375,363.75,367.375,373.75,372.375,378.25,371.875,371.375,378.25,371.875,381.875,372.75,376,372.375,371.375,371,374.125,375,370.5,364.625,371.375,382.25,373.25,378.25,372.375,385,383.625,381.875,376,383.625,370.5,373.75,371.875,367.375,369.625,372.75,370.125,365.125,370.5,368.75,373.25,373.25,377.75,376.875,379.125,379.125,377.75,381,371.875,373.25,373.75,376.875,374.625,375.5,385,383.25,378.625,385.875,383.625,378.25,384.5,377.375,379.125,379.625,378.25,387.25,379.625,373.25,374.625,377.375,376,379.125,383.625,381.375,381.875,382.75,382.75,383.625,380,375,387.625,386.75,387.25,375.5,375.5,373.25,373.75,381,378.625,376.875,383.25,381,381.375,381.875,380.5,386.375,378.25,375,384.5,378.625,388.125,377.75,379.625,5.992063999,2.888888836,0.000226603,0.024420025,0.094987832,8.259273529,36.67556,16.91132736,0.009467226,37.89997101,1.551036835,10.1508522,1.583603382,27.29012489,27.14834213,0,1.521581173,10.12676907,1.669545531,27.77220917,27.54333687,0.004578755,34.37446594,0.240586311
2019-10-03 13:40,,8.819858551,1.507095814,10.51190758,2.169442654,0.98093164,16.7335453,364.6365662,373.85849,368.75,370.125,373.75,371.875,372.375,371.375,363.75,367.75,373.75,371.875,378.25,371.875,371,377.75,371.375,381.875,372.75,375.5,372.375,371.875,371,374.125,375.5,370.5,364.125,371.375,382.25,373.25,378.25,371.875,384.5,383.625,381.875,376.375,383.625,370.5,373.75,371.375,367.375,369.625,372.75,370.5,365.125,370.125,368.75,373.75,373.25,377.75,376.375,379.125,378.625,377.375,381,371.375,373.25,373.75,377.375,375,376,385,384.125,379.125,386.75,384.125,379.125,385.375,377.375,380,380.5,378.625,387.625,380.5,373.75,374.625,377.75,376.375,379.125,383.625,382.25,382.25,383.25,383.25,384.125,380.5,375.5,388.5,387.25,387.625,375,376,373.75,374.125,381.375,379.125,376.375,383.625,381,381.375,381.875,381,386.75,378.625,376,384.5,378.25,389,378.25,380,6.016483784,2.929487228,4.53E-05,0.021367522,0.103717476,8.168341637,36.42359161,16.81379509,0.009350067,37.74315643,1.569440603,10.22566223,1.604461908,26.96838379,27.06773186,0,1.531831026,10.22432327,1.688823819,27.47004318,27.53649139,0.004578755,34.32473755,0.239230201
2019-10-03 13:50,,8.81997776,1.500131607,10.53169346,2.147946835,1.013168573,16.73243332,364.6825562,373.8930969,368.75,370.125,373.25,371.375,371.875,371.875,363.25,367.375,373.75,372.375,377.75,371.875,371.375,377.75,371.375,382.25,372.375,376,371.875,371.875,371,374.125,375,371.375,364.625,371.875,382.25,373.75,378.25,372.375,384.5,383.25,381.875,376.375,383.25,370.125,373.75,371.875,367.375,369.625,372.75,369.625,365.125,370.125,368.75,373.75,373.25,376.875,376.375,379.125,379.125,377.75,381,371.375,373.75,374.125,377.375,375,376,385.375,383.625,378.625,386.75,384.125,379.125,385,377.75,379.625,380,378.625,387.625,380.5,373.75,374.625,377.75,376.375,379.125,384.125,382.25,382.25,383.25,383.25,384.125,380.5,375.5,388.5,386.75,387.625,375.5,376,373.75,374.125,381.875,379.125,376.875,383.625,381.375,381.875,381.875,381,386.75,378.625,375.5,385,378.25,388.5,377.75,380,6.025640965,2.925213814,-0.001571468,0.024420025,0.096610159,8.235479355,36.47048187,16.81956673,0.008670932,37.83234787,1.570357919,10.2134037,1.607215405,26.924263,27.06460571,0,1.536104202,10.17987442,1.688571453,27.30233765,27.49818802,0.004578755,34.29070282,0.239618614
2019-10-03 14:00,,8.864398003,1.653206587,10.69088554,2.16212821,1.018223286,16.6967659,364.7792053,373.6402893,369.625,370.125,373.75,372.375,371.875,371.375,363.25,367.75,373.75,372.375,378.25,371.875,371.375,378.25,371,382.25,372.75,376,372.375,371.375,371,374.625,375.5,371,365.125,371.375,382.25,372.75,378.625,372.375,384.5,384.5,381.875,376,384.125,370.125,373.75,371.375,367.375,370.125,372.75,370.125,365.5,370.5,368.25,373.25,373.25,377.75,376.375,379.625,379.125,377.75,381.375,371.875,373.75,373.75,376.875,375.5,375.5,385,383.25,378.625,386.375,383.25,379.625,385.375,377.375,380,379.625,378.25,387.25,380,373.75,374.625,377.75,376.875,379.625,383.625,381.375,382.25,383.25,382.25,384.5,380,375,389,386.75,387.25,375,375.5,373.75,374.125,381.375,379.625,376.875,383.625,380.5,381.375,381.875,380.5,386.75,378.25,375.5,385,377.75,388.5,377.75,380,6.053113937,2.931623936,0.001753777,0.028998779,0.098532468,8.216515541,36.40029907,16.74153709,0.009039138,37.88519287,1.57392478,10.22478485,1.618923068,26.85978699,27.0909977,0,1.536097646,10.17747879,1.693845034,27.26104355,27.44185257,0.004578755,34.22137833,0.240810931
